76561198015116840,50620,None,30,2013-06-25 08:25:10
76561198015116840,42910,None,107,2013-06-25 08:25:10
76561198015116840,17410,None,14,2013-06-25 08:25:10
76561198015116840,8190,None,77,2013-06-25 08:25:10
76561198015116840,33220,None,87,2013-06-25 08:25:10
76561198015116840,37010,None,25,2013-06-25 08:25:10
76561198015116840,2990,None,249,2013-06-25 08:25:10
76561198015116840,43110,None,40,2013-06-25 08:25:10
76561198015116840,208580,None,0,2013-06-25 08:25:10
76561198015116840,214970,None,57,2013-06-25 08:25:10
76561198015116840,21980,None,380,2013-06-25 08:25:10
76561198015116840,219640,None,865,2013-06-25 08:25:10
